2002-08-11-big-img_591 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_936 : pred total 5, gt total 6, recall 5, miss 1, FP 0
2002-08-31-big-img_17813 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-04-big-img_862 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-09-big-img_332 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-20-big-img_148 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_426 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-24-big-img_69 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_685 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_480 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_154 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-24-big-img_598 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1881 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_667 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_495 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-21-big-img_744 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_150 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_924 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_272 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-23-big-img_310 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_1011 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-02-big-img_15725 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-07-19-big-img_814 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_936 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-25-big-img_85 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-24-big-img_662 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-09-big-img_495 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2003-01-15-big-img_196 : pred total 2, gt total 3, recall 2, miss 1, FP 0
2002-08-16-big-img_707 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-28-big-img_19370 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-06-big-img_2366 : pred total 3, gt total 1, recall 1, miss 0, FP 2
2002-08-06-big-img_3012 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-01-big-img_1452 : pred total 6, gt total 5, recall 5, miss 0, FP 1
2002-07-31-big-img_742 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-27-big-img_914 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-13-big-img_290 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_288 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_171 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_191 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-27-big-img_1066 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_383 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_1018 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1785 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-11-big-img_390 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-27-big-img_20037 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-12-big-img_38 : pred total 3, gt total 4, recall 3, miss 1, FP 0
2003-01-15-big-img_103 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_31 : pred total 3, gt total 4, recall 3, miss 1, FP 0
2002-08-18-big-img_660 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_694 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_24 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-27-big-img_1077 : pred total 3, gt total 5, recall 3, miss 2, FP 0
2002-08-01-big-img_1943 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_292 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-01-big-img_16857 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-22-big-img_892 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_46 : pred total 4, gt total 3, recall 3, miss 0, FP 1
2002-08-09-big-img_469 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-09-big-img_414 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_40 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-28-big-img_19231 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-27-big-img_978 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-23-big-img_475 : pred total 7, gt total 9, recall 5, miss 4, FP 2
2002-07-25-big-img_92 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-09-big-img_799 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-25-big-img_491 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-03-big-img_654 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_687 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-11-big-img_478 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-07-big-img_1664 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_362 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1298 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_500 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2896 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-30-big-img_18529 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2002-08-16-big-img_1020 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-29-big-img_892 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-29-big-img_18726 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-21-big-img_453 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-17-big-img_437 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-19-big-img_665 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_440 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-19-big-img_582 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-07-21-big-img_233 : pred total 4, gt total 2, recall 2, miss 0, FP 2
2003-01-01-big-img_82 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_341 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-29-big-img_864 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_276 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-29-big-img_18654 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_1024 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_373 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_241 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_84 : pred total 6, gt total 6, recall 6, miss 0, FP 0
2002-08-13-big-img_834 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-10-big-img_511 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1627 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-08-big-img_607 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2083 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1486 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_700 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1954 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_54 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_847 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-28-big-img_19169 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-21-big-img_549 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-03-big-img_693 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_1002 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_1035 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2003-01-16-big-img_622 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-07-30-big-img_1201 : pred total 7, gt total 8, recall 7, miss 1, FP 0
2002-08-10-big-img_444 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-31-big-img_374 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-21-big-img_301 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-13-big-img_1095 : pred total 2, gt total 3, recall 2, miss 1, FP 0
2003-01-13-big-img_288 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_232 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_967 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_360 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-05-big-img_67 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-29-big-img_18969 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-28-big-img_16 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_515 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-20-big-img_708 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-18-big-img_178 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-15-big-img_509 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-25-big-img_430 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-21-big-img_738 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_886 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-02-big-img_15605 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-01-big-img_16242 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-24-big-img_711 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_90 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-09-big-img_491 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_534 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_474 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_510 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_555 : pred total 5, gt total 5, recall 5, miss 0, FP 0
2002-08-02-big-img_775 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_975 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_229 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_860 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-02-big-img_10 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_542 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2535 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_37 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2342 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_515 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-25-big-img_336 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-18-big-img_837 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-21-big-img_616 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-17-big-img_24 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-26-big-img_936 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-14-big-img_896 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-29-big-img_465 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_543 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-01-big-img_1411 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_423 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_44 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-31-big-img_11 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-15-big-img_628 : pred total 9, gt total 7, recall 7, miss 0, FP 2
2003-01-15-big-img_605 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_571 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_428 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_942 : pred total 11, gt total 10, recall 10, miss 0, FP 1
2002-07-26-big-img_531 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_59 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_410 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-31-big-img_230 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-19-big-img_806 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_462 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_370 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-13-big-img_380 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-16-big-img_932 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-19-big-img_393 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_764 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_616 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-26-big-img_267 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-27-big-img_1069 : pred total 6, gt total 5, recall 5, miss 0, FP 1
2002-08-14-big-img_1041 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_594 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-09-01-big-img_16845 : pred total 8, gt total 7, recall 7, miss 0, FP 1
2002-08-09-big-img_229 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_639 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-19-big-img_398 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-18-big-img_978 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-24-big-img_296 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-29-big-img_415 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_923 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-18-big-img_575 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_182 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-07-25-big-img_806 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-22-big-img_49 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-29-big-img_989 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_789 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_503 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-01-big-img_16062 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_794 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-15-big-img_564 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-15-big-img_222 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-01-big-img_1656 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-13-big-img_432 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-07-19-big-img_426 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-17-big-img_244 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_805 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-02-big-img_15067 : pred total 6, gt total 2, recall 2, miss 0, FP 4
2002-08-11-big-img_58 : pred total 8, gt total 8, recall 8, miss 0, FP 0
2002-08-22-big-img_636 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-22-big-img_416 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-13-big-img_836 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_363 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-30-big-img_917 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-14-big-img_206 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_311 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-31-big-img_17623 : pred total 2, gt total 3, recall 2, miss 1, FP 0
2002-07-29-big-img_661 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-13-big-img_417 : pred total 3, gt total 4, recall 3, miss 1, FP 0
2002-08-02-big-img_463 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-02-big-img_669 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-26-big-img_670 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-02-big-img_375 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-19-big-img_209 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-08-big-img_115 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-21-big-img_399 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-20-big-img_911 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-07-big-img_1212 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_578 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-22-big-img_554 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-21-big-img_484 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-25-big-img_450 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-03-big-img_542 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-15-big-img_561 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-23-big-img_360 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-30-big-img_18137 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-07-25-big-img_250 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-03-big-img_647 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_375 : pred total 2, gt total 1, recall 1, miss 0, FP 1
2002-08-14-big-img_387 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-09-01-big-img_16990 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-28-big-img_19341 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-15-big-img_239 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-20-big-img_528 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-12-big-img_130 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-02-big-img_15108 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-15-big-img_372 : pred total 1, gt total 2, recall 1, miss 1, FP 0
2002-08-16-big-img_678 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-04-big-img_623 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_477 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-28-big-img_19590 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-17-big-img_978 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-09-01-big-img_16692 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-20-big-img_109 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-06-big-img_2660 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-14-big-img_464 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-08-09-big-img_618 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-22-big-img_722 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-25-big-img_419 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-03-big-img_314 : pred total 3, gt total 2, recall 2, miss 0, FP 1
2002-08-25-big-img_40 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-07-27-big-img_430 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-08-10-big-img_569 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-23-big-img_398 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-07-23-big-img_893 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-16-big-img_261 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2002-08-06-big-img_2668 : pred total 4, gt total 4, recall 4, miss 0, FP 0
2002-07-22-big-img_835 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2002-09-02-big-img_15093 : pred total 1, gt total 1, recall 1, miss 0, FP 0
2003-01-16-big-img_65 : pred total 3, gt total 3, recall 3, miss 0, FP 0
2002-08-21-big-img_448 : pred total 2, gt total 2, recall 2, miss 0, FP 0
2003-01-14-big-img_351 : pred total 1, gt total 1, recall 1, miss 0, FP 0
